,Timestamp,Price
0,2023-08-24 09:15:00,2539.75
1,2023-08-24 09:15:08,2535.6
2,2023-08-24 09:15:16,2533.65
3,2023-08-24 09:15:22,2532.75
4,2023-08-24 09:15:29,2532.9
5,2023-08-24 09:15:35,2532.9
6,2023-08-24 09:15:41,2533.0
7,2023-08-24 09:15:46,2532.0
8,2023-08-24 09:15:52,2532.9
9,2023-08-24 09:15:59,2532.9
10,2023-08-24 09:16:05,2531.75
11,2023-08-24 09:16:06,2531.6
12,2023-08-24 09:16:07,2531.95
13,2023-08-24 09:16:08,2532.3
14,2023-08-24 09:16:09,2532.2
15,2023-08-24 09:16:10,2531.8
16,2023-08-24 09:16:11,2531.1
17,2023-08-24 09:16:12,2531.95
18,2023-08-24 09:16:13,2531.95
19,2023-08-24 09:16:14,2531.9
20,2023-08-24 09:16:15,2531.9
21,2023-08-24 09:16:16,2531.7
22,2023-08-24 09:16:17,2531.1
23,2023-08-24 09:16:18,2531.2
24,2023-08-24 09:16:19,2532.65
25,2023-08-24 09:16:20,2532.2
26,2023-08-24 09:16:21,2531.65
27,2023-08-24 09:16:22,2532.75
28,2023-08-24 09:16:53,2528.0
29,2023-08-24 09:16:54,2527.55
30,2023-08-24 09:16:55,2527.55
31,2023-08-24 09:16:56,2527.2
32,2023-08-24 09:16:57,2527.85
33,2023-08-24 09:16:58,2529.15
34,2023-08-24 09:16:59,2529.25
35,2023-08-24 09:17:00,2529.25
36,2023-08-24 09:17:01,2528.05
37,2023-08-24 09:17:02,2528.3
38,2023-08-24 09:17:03,2527.55
39,2023-08-24 09:17:04,2527.9
40,2023-08-24 09:17:05,2526.95
41,2023-08-24 09:17:07,2526.95
42,2023-08-24 09:17:08,2527.9
43,2023-08-24 09:17:09,2527.0
44,2023-08-24 09:17:10,2526.85
45,2023-08-24 09:17:11,2525.7
46,2023-08-24 09:17:12,2526.65
47,2023-08-24 09:17:13,2526.0
48,2023-08-24 09:17:14,2525.55
49,2023-08-24 09:17:15,2526.8
50,2023-08-24 09:17:16,2526.1
51,2023-08-24 09:17:17,2527.85
52,2023-08-24 09:17:18,2527.1
53,2023-08-24 09:17:19,2527.9
54,2023-08-24 09:17:20,2527.9
55,2023-08-24 09:17:21,2528.0
56,2023-08-24 09:17:22,2529.65
57,2023-08-24 09:17:23,2529.45
58,2023-08-24 09:17:24,2528.6
59,2023-08-24 09:17:25,2529.75
60,2023-08-24 09:17:26,2529.6
61,2023-08-24 09:17:27,2529.85
62,2023-08-24 09:17:28,2531.3
63,2023-08-24 09:17:29,2531.1
64,2023-08-24 09:17:30,2530.95
65,2023-08-24 09:17:31,2531.1
66,2023-08-24 09:17:32,2531.0
67,2023-08-24 09:17:33,2531.0
68,2023-08-24 09:17:34,2531.05
69,2023-08-24 09:17:36,2532.0
70,2023-08-24 09:17:37,2531.95
71,2023-08-24 09:17:38,2531.85
72,2023-08-24 09:17:39,2531.35
73,2023-08-24 09:17:40,2531.35
74,2023-08-24 09:17:41,2530.9
75,2023-08-24 09:17:42,2529.75
76,2023-08-24 09:17:43,2530.3
77,2023-08-24 09:17:44,2530.3
78,2023-08-24 09:17:45,2529.45
79,2023-08-24 09:17:46,2530.3
80,2023-08-24 09:17:47,2530.3
81,2023-08-24 09:17:48,2529.7
82,2023-08-24 09:17:49,2529.7
83,2023-08-24 09:17:50,2530.0
84,2023-08-24 09:17:51,2530.55
85,2023-08-24 09:17:52,2530.55
86,2023-08-24 09:17:53,2529.7
87,2023-08-24 09:17:54,2530.0
88,2023-08-24 09:17:55,2529.75
89,2023-08-24 09:17:56,2529.75
90,2023-08-24 09:17:57,2529.7
91,2023-08-24 09:17:58,2530.0
92,2023-08-24 09:17:59,2530.0
93,2023-08-24 09:18:00,2530.05
94,2023-08-24 09:18:01,2530.3
95,2023-08-24 09:18:02,2530.45
96,2023-08-24 09:18:03,2530.4
97,2023-08-24 09:18:04,2529.1
98,2023-08-24 09:18:05,2530.3
99,2023-08-24 09:18:07,2530.3
100,2023-08-24 09:18:08,2529.85
101,2023-08-24 09:18:09,2530.0
102,2023-08-24 09:18:10,2530.0
103,2023-08-24 09:18:11,2529.0
104,2023-08-24 09:18:12,2530.2
105,2023-08-24 09:18:13,2530.0
106,2023-08-24 09:18:14,2531.05
107,2023-08-24 09:18:15,2530.4
108,2023-08-24 09:18:16,2530.7
109,2023-08-24 09:18:17,2530.75
110,2023-08-24 09:18:18,2529.65
111,2023-08-24 09:18:19,2531.2
112,2023-08-24 09:18:20,2531.0
113,2023-08-24 09:18:21,2531.4
114,2023-08-24 09:18:22,2533.55
115,2023-08-24 09:18:23,2533.4
116,2023-08-24 09:18:24,2532.4
